Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_December,Month_February,Month_July,Month_June,Month_March,Month_May,Month_November,Month_October,Month_September,VisitorType_Other,VisitorType_Returning_Visitor
-0.457,1.359,-0.422,-0.241,-0.899,1.884,1.575,1.0,-0.086,-0.302,2,13,9,20,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.119,-0.632,0.1,-0.37,-0.086,-0.302,4,2,1,8,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,-0.296,2.15,2.178,-0.086,-0.302,3,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1
0.873,-0.659,0.332,-0.114,2.275,1.884,-0.565,-0.585,-0.086,-0.302,2,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1
1.87,1.235,-0.422,-0.241,-0.194,1.884,-0.726,-0.516,-0.086,-0.302,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1
0.873,2.13,-0.422,-0.241,0.549,-0.565,0.302,-0.332,-0.086,-0.302,2,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.416,-0.632,-0.726,0.608,-0.086,-0.302,2,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.206,0.522,-0.422,-0.241,1.031,-0.632,-0.462,-0.167,-0.086,-0.302,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1.206,1.163,-0.422,-0.241,-0.379,-0.632,1.226,0.016,-0.086,-0.302,2,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1
-0.124,1.31,-0.422,-0.241,-0.119,-0.632,-0.726,-0.953,-0.086,-0.302,2,4,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.231,-0.632,-0.026,-1.085,-0.086,-0.302,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0
0.208,-0.659,-0.422,-0.241,-0.045,-0.632,0.385,-0.235,-0.086,-0.302,3,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.713,1.884,-0.726,0.718,-0.086,-0.302,2,2,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.457,1.514,-0.422,-0.241,0.289,-0.43,-0.278,-0.598,-0.086,-0.302,2,5,3,6,0,1,0,0,0,0,1,0,0,0,0,0,1
0.208,2.13,-0.422,-0.241,0.623,-0.632,0.089,-0.73,-0.086,-0.302,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1
0.541,0.554,-0.422,-0.241,0.883,-0.632,-0.129,-0.342,-0.086,-0.302,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,1.086,-0.061,-0.528,1.884,1.958,1.113,-0.086,2.783,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1
0.541,-0.659,-0.422,-0.241,2.275,-0.632,-0.487,-0.913,-0.086,-0.302,1,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.899,-0.498,2.15,0.85,-0.086,-0.302,2,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.973,1.884,-0.726,-0.379,-0.086,-0.302,2,4,9,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,1.84,0.267,-0.528,-0.632,-0.726,-1.01,-0.086,-0.302,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,0.289,-0.632,-0.291,-0.687,-0.086,-0.302,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1
0.541,-0.659,1.086,0.26,1.402,-0.632,0.435,-0.237,-0.086,-0.302,3,2,2,4,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.416,-0.573,2.15,2.178,-0.086,-0.302,3,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.124,-0.364,-0.422,-0.241,-0.268,1.884,1.47,1.257,-0.086,-0.302,2,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.787,1.884,-0.726,-0.269,-0.086,-0.302,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1
2.535,-0.659,-0.422,-0.241,0.363,-0.632,-0.351,-0.675,-0.086,-0.302,2,6,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.305,-0.632,0.808,0.185,-0.086,-0.302,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,0.332,-0.17,0.697,0.86,-0.397,0.065,-0.086,-0.302,2,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,-0.099,-0.726,1.376,-0.086,-0.302,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.01,-0.523,2.15,2.178,-0.086,-0.302,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,2.182,-0.632,-0.726,-0.673,-0.086,0.726,2,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.825,-0.632,2.15,2.178,-0.086,-0.302,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,1.922,-0.632,0.482,-0.184,-0.086,-0.302,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.825,1.884,-0.726,-0.692,-0.086,-0.302,3,2,3,2,0,1,0,0,0,0,0,0,0,0,1,0,1
-0.124,0.059,-0.422,-0.241,-0.231,1.884,0.616,0.718,-0.086,-0.302,2,2,7,4,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.124,0.107,2.594,6.577,1.774,-0.632,-0.532,-0.373,-0.086,-0.302,2,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.457,-0.29,-0.422,-0.241,-0.787,0.227,-0.726,-0.692,-0.086,2.783,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0
0.208,1.575,-0.422,-0.241,0.623,-0.632,-0.383,-0.449,-0.086,-0.302,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,0.363,1.884,-0.726,0.094,-0.086,-0.302,2,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.208,2.028,4.102,2.042,-0.119,-0.632,-0.558,-0.804,-0.086,-0.302,3,2,1,8,1,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,0.326,-0.632,-0.726,-1.043,-0.086,-0.302,2,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.862,-0.632,2.15,2.178,-0.086,-0.302,3,2,7,13,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.713,1.696,-0.726,-0.203,-0.086,-0.302,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.87,-0.659,-0.422,-0.241,-0.194,-0.632,-0.726,-0.712,-0.086,0.726,2,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.124,-0.484,-0.422,-0.241,-0.231,-0.482,0.563,-0.151,-0.086,-0.302,2,2,5,2,0,1,0,0,0,1,0,0,0,0,0,0,1
0.208,0.67,-0.422,-0.241,0.289,-0.632,-0.291,-1.211,-0.086,-0.302,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.825,1.884,-0.726,-0.128,-0.086,-0.302,4,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.416,-0.632,-0.726,-0.637,-0.086,-0.302,3,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.457,1.413,-0.422,-0.241,-0.453,-0.632,-0.726,-1.01,-0.086,-0.302,3,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.457,2.13,1.84,0.353,1.514,-0.632,-0.523,-0.957,-0.086,-0.302,2,10,6,4,0,1,0,0,0,0,0,1,0,0,0,0,1
2.535,-0.659,-0.422,-0.241,2.275,-0.632,-0.726,-0.913,-0.086,-0.302,2,2,6,1,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,0.252,-0.632,2.033,1.64,-0.086,-0.302,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2.535,2.13,4.855,1.464,2.275,-0.632,-0.565,-1.041,-0.086,-0.302,3,2,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1
0.541,0.99,-0.422,-0.241,-0.973,1.884,-0.726,0.718,-0.086,-0.302,1,1,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0
0.208,0.398,-0.422,-0.241,-0.862,-0.485,1.064,0.06,-0.086,-0.302,3,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.047,-0.632,2.15,2.178,-0.086,-0.302,2,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.873,1.104,0.332,-0.123,1.068,-0.632,-0.12,-0.776,-0.086,-0.302,3,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.457,-0.523,-0.422,-0.241,-0.305,1.884,1.817,0.822,-0.086,-0.302,3,2,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.268,-0.168,-0.726,-0.913,-0.086,-0.302,2,2,9,2,0,1,0,0,0,0,0,0,0,1,0,0,0
0.208,1.446,-0.422,-0.241,-1.01,-0.632,-0.726,-0.598,-0.086,3.811,3,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.01,-0.632,2.15,2.178,-0.086,0.726,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.457,-0.659,-0.422,-0.241,2.275,-0.632,-0.432,-0.722,-0.086,-0.302,1,1,2,10,0,1,0,0,0,0,0,0,1,0,0,0,1
1.87,2.13,4.102,1.182,-0.231,-0.537,-0.252,-0.598,-0.086,-0.302,1,1,6,3,1,1,0,0,0,0,0,0,1,0,0,0,1
0.541,0.222,-0.422,-0.241,-0.565,1.884,-0.726,-0.841,-0.086,-0.302,2,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0
0.208,-0.426,0.332,-0.053,-0.973,-0.632,1.958,2.034,-0.086,-0.302,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.862,-0.632,-0.726,-0.598,-0.086,-0.302,1,1,7,2,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.01,-0.424,-0.726,2.178,-0.086,4.839,2,2,7,1,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,0.586,-0.632,0.348,0.089,-0.086,-0.302,3,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,0.049,-0.726,0.718,-0.086,-0.302,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0.541,0.757,-0.422,-0.241,0.178,-0.632,-0.726,-0.547,-0.086,-0.302,2,5,4,3,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,0.029,-0.632,-0.726,-0.692,-0.086,-0.302,2,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,1
1.538,1.024,0.332,-0.241,2.275,-0.632,-0.704,-0.666,-0.086,-0.302,2,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1
2.535,2.13,1.086,-0.241,2.275,-0.632,-0.246,-0.929,-0.086,-0.302,1,1,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1
0.208,0.893,0.332,-0.077,0.437,-0.632,-0.647,-0.544,-0.086,-0.302,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.457,-0.504,-0.422,-0.241,-0.899,1.884,-0.726,-0.818,-0.086,-0.302,3,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.457,1.572,-0.422,-0.241,-0.379,-0.632,0.079,-0.499,-0.086,-0.302,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1
2.535,2.13,4.855,1.714,2.275,1.884,0.071,-0.188,-0.086,-0.302,2,2,4,13,0,0,0,0,0,0,0,0,0,0,1,0,1
2.203,-0.659,1.84,1.149,2.275,-0.632,0.271,-0.258,-0.086,-0.302,3,2,5,13,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.789,-0.659,-0.422,-0.241,-0.862,-0.564,1.958,0.499,-0.086,-0.302,2,2,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.899,1.884,-0.726,-0.598,-0.086,-0.302,4,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1.206,2.13,0.332,-0.241,0.363,-0.632,-0.604,-0.79,-0.086,-0.302,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.119,-0.374,1.207,0.755,-0.086,-0.302,1,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1
1.87,-0.659,4.102,4.042,2.275,-0.632,-0.455,-0.884,-0.086,-0.302,3,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.973,0.7,-0.726,1.376,-0.086,-0.302,2,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1
0.873,0.369,0.332,0.518,1.365,-0.632,-0.726,-1.171,-0.086,-0.302,2,2,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.87,0.326,0.332,-0.032,-0.268,-0.632,-0.726,-0.551,0.068,-0.302,2,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-1.01,0.118,-0.726,0.718,-0.086,2.783,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,0.771,-0.632,-0.068,-0.289,-0.086,-0.302,2,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.565,1.884,0.425,0.436,-0.086,-0.302,2,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,1.086,0.463,-0.75,-0.632,0.738,1.185,-0.086,-0.302,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.825,0.01,2.15,2.178,-0.086,-0.302,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.457,-0.659,0.332,-0.241,1.328,-0.632,0.644,0.345,-0.086,-0.302,3,2,2,13,1,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,2.071,-0.632,-0.241,-0.298,-0.086,-0.302,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.194,-0.632,-0.726,-0.105,-0.086,-0.302,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.194,-0.632,0.372,0.09,-0.086,3.811,2,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,0.522,2.15,2.178,-0.086,2.783,3,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1
0.208,1.332,-0.422,-0.241,0.215,-0.632,-0.726,-1.152,-0.086,-0.302,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0
2.203,-0.659,-0.422,-0.241,0.103,-0.632,-0.726,-0.46,-0.086,-0.302,1,2,1,8,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.119,-0.632,-0.726,-0.543,-0.086,-0.302,2,6,4,13,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.457,1.087,-0.422,-0.241,0.289,-0.632,0.065,0.794,-0.086,-0.302,2,2,1,11,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,1.84,0.197,-1.084,-0.632,-0.726,0.06,-0.086,-0.302,3,2,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1
2.535,2.13,-0.422,-0.241,2.275,-0.632,-0.726,-1.009,-0.086,-0.302,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.602,1.884,-0.726,-0.193,-0.086,2.783,3,2,1,13,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.75,-0.031,-0.726,-0.269,-0.086,-0.302,2,2,9,2,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,0.14,-0.632,-0.726,-1.01,-0.086,-0.302,4,2,6,2,0,1,0,0,0,0,0,0,1,0,0,0,1
0.541,-0.426,-0.422,-0.241,-0.045,-0.059,-0.726,-0.598,-0.086,-0.302,1,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1
1.538,0.374,-0.422,-0.241,0.475,-0.632,-0.376,-0.999,-0.086,-0.302,2,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1
1.87,-0.056,7.871,-0.241,2.275,-0.632,-0.57,-0.677,-0.086,1.754,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1
1.538,-0.659,-0.422,-0.241,0.846,-0.632,-0.443,-0.852,-0.086,-0.302,2,5,6,5,1,1,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.047,-0.632,2.15,2.178,-0.086,-0.302,2,2,4,11,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.342,1.884,-0.726,-0.269,-0.086,-0.302,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.541,-0.659,-0.422,-0.241,0.029,-0.632,-0.726,-1.237,-0.086,-0.302,2,2,5,2,1,1,0,0,1,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.565,1.884,2.15,1.846,-0.086,-0.302,1,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1
0.208,0.573,-0.422,-0.241,-0.787,-0.382,-0.726,-0.467,-0.086,-0.302,2,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.231,-0.632,2.15,2.154,-0.086,1.754,4,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.491,1.884,0.281,0.348,-0.086,-0.302,2,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.124,-0.523,-0.422,-0.241,-0.342,-0.632,0.006,-0.239,-0.086,-0.302,2,2,1,10,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.457,-0.348,-0.422,-0.241,0.549,-0.632,-0.726,-1.169,-0.086,-0.302,2,2,8,2,0,1,0,0,0,0,0,0,1,0,0,0,1
1.87,2.13,2.594,0.869,0.029,-0.632,-0.726,-0.936,-0.086,-0.302,1,2,1,9,1,1,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.862,-0.632,2.15,2.178,-0.086,-0.302,2,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1
1.87,-0.659,-0.422,-0.241,0.103,-0.632,-0.726,-1.132,-0.086,-0.302,2,2,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1
0.873,2.13,-0.422,-0.241,-0.045,-0.632,-0.726,-0.371,-0.086,-0.302,3,2,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.528,-0.632,-0.726,-1.18,-0.086,-0.302,2,4,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.008,1.884,-0.17,-0.712,-0.086,-0.302,1,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.124,1.452,-0.422,-0.241,-0.528,1.884,-0.726,-0.095,-0.086,-0.302,2,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.047,-0.632,2.15,2.178,-0.086,-0.302,2,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.457,-0.659,-0.422,-0.241,-0.75,1.528,1.714,1.376,-0.086,-0.302,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.124,2.13,0.332,-0.241,-0.862,-0.542,1.064,0.938,-0.086,-0.302,3,2,8,3,0,0,0,0,0,0,0,1,0,0,0,0,1
0.873,-0.659,-0.422,-0.241,0.252,-0.632,-0.726,-1.043,-0.086,-0.302,2,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1
2.535,-0.659,-0.422,-0.241,2.275,-0.632,0.094,-0.412,-0.086,-0.302,3,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1.538,2.13,-0.422,-0.241,-0.602,1.884,-0.726,-1.101,-0.086,-0.302,2,2,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,0.029,-0.632,1.287,1.306,-0.086,-0.302,2,2,6,13,0,0,0,0,0,0,0,1,0,0,0,0,1
1.538,2.13,-0.422,-0.241,-0.379,-0.582,-0.726,-0.525,-0.086,-0.302,1,1,1,8,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.457,-0.601,-0.422,-0.241,0.586,-0.632,-0.638,-0.688,-0.086,-0.302,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.862,-0.632,-0.726,0.389,-0.086,-0.302,1,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1
-0.457,-0.329,-0.422,-0.241,-0.713,0.444,2.15,0.539,-0.086,-0.302,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,0.14,-0.632,-0.726,-0.66,-0.086,-0.302,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.676,0.702,-0.726,-0.897,-0.086,-0.302,3,2,2,10,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.457,0.127,-0.422,-0.241,0.734,0.934,-0.726,-0.801,-0.086,-0.302,2,2,3,13,0,1,0,0,0,0,0,0,1,0,0,0,1
1.206,1.466,0.332,-0.077,2.275,-0.632,-0.59,-0.831,-0.086,3.811,2,5,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.457,-0.251,-0.422,-0.241,-0.342,-0.632,0.041,-0.617,-0.086,-0.302,2,2,3,4,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,1.477,-0.632,-0.337,-0.523,-0.086,-0.302,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0.541,1.061,1.84,-0.241,-0.899,-0.632,-0.726,-1.037,-0.086,-0.302,2,4,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.825,-0.432,-0.726,-0.128,-0.086,-0.302,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.457,0.854,-0.422,-0.241,-0.305,-0.632,-0.726,-1.162,-0.086,-0.302,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0
0.873,-0.659,-0.422,-0.241,-0.676,-0.632,1.958,1.047,-0.086,-0.302,2,2,6,20,0,1,0,0,0,0,0,0,1,0,0,0,1
0.541,1.968,-0.422,-0.241,-1.01,1.884,-0.726,0.225,-0.086,-0.302,1,1,5,2,0,1,0,0,0,0,0,0,0,0,1,0,1
-0.789,-0.659,-0.422,-0.241,0.066,-0.632,-0.206,0.081,-0.086,-0.302,2,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1
0.541,2.13,-0.422,-0.241,1.18,-0.632,-0.223,-0.669,-0.086,-0.302,3,2,9,2,1,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.787,1.371,0.281,0.225,-0.086,-0.302,2,2,5,2,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.899,0.059,2.15,1.903,-0.086,1.754,2,5,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.045,1.884,-0.726,-0.692,-0.086,-0.302,2,2,1,10,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.457,-0.543,-0.422,-0.241,2.275,-0.632,-0.27,-0.63,-0.086,-0.302,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.194,-0.632,-0.726,-0.927,-0.086,-0.302,2,2,6,4,1,1,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.047,-0.632,2.15,2.178,-0.086,-0.302,2,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.124,-0.011,-0.422,-0.241,0.215,-0.632,-0.726,-0.861,-0.086,-0.302,2,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1
0.541,1.786,-0.422,-0.241,-0.268,-0.632,-0.39,-0.415,-0.086,-0.302,3,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,1.086,1.687,0.846,1.182,-0.428,-0.683,-0.086,-0.302,2,7,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2.535,-0.659,-0.422,-0.241,0.437,-0.632,-0.726,0.014,-0.086,-0.302,4,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.787,1.884,-0.726,-0.269,0.532,-0.302,1,1,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.124,1.584,1.086,3.694,1.18,-0.632,-0.726,-0.729,-0.086,-0.302,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1
2.535,-0.659,0.332,6.108,2.275,-0.632,-0.132,-0.597,-0.086,-0.302,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.538,1.277,3.348,3.406,-0.045,-0.632,-0.585,-0.892,-0.086,-0.302,2,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0.873,0.767,-0.422,-0.241,-0.119,-0.632,-0.726,-1.203,-0.086,-0.302,2,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.457,-0.348,0.332,-0.014,-0.379,-0.632,0.563,-0.274,5.054,-0.302,3,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0.873,1.262,-0.422,-0.241,0.215,1.884,-0.726,-0.509,-0.086,2.783,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,0.289,-0.074,1.233,0.914,-0.086,-0.302,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.541,0.404,-0.422,-0.241,-0.973,-0.632,-0.726,-0.128,-0.086,-0.302,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
